ra,ano,idade,ano_ingresso,inde,cg,cf,ct,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,ian,defasagem,evadiu,delta_defasagem,event_timestamp,fase_num,fase_ideal_num,pedra_num,tipo_inst_num,genero_masculino,pv_Sim
RA-1458,2024,12,2024,5.8790736,958.0,10.0,10.0,8.751,7.2807016,7.51,6.0416665,3.25,0.5,6.0,3.25,5.213333,5.0,-1.0,,,2024-12-31,2,3,1,2,0,0
RA-1034,2024,11,2023,8.033366,314.0,4.0,4.0,7.502,8.083333,7.51,7.7083335,7.5,7.5,7.5,7.5,8.223333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-491,2024,12,2022,6.995248,719.0,6.0,6.0,7.502,9.011905,7.51,7.0833335,5.25,1.5,9.0,5.25,7.1666665,5.0,-1.0,,-1.0,2024-12-31,2,3,2,2,1,0
RA-1027,2024,11,2023,8.220866,236.0,3.0,3.0,9.502,10.0,7.51,7.9166665,5.25,6.0,4.5,5.25,8.39,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-1023,2024,10,2023,9.498581,2.0,1.0,1.0,9.502,9.511905,9.375,8.958333,9.5,9.0,10.0,9.5,9.5633335,10.0,0.0,,0.0,2024-12-31,2,2,4,2,0,1
RA-686,2024,11,2022,8.040259,308.0,1.0,1.0,8.002,8.785714,6.885,8.4375,7.25,5.0,9.5,7.25,7.5033336,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-480,2024,12,2021,7.2602024,630.0,4.0,4.0,6.25,8.071428,7.51,7.8125,5.0,2.5,7.5,5.0,7.443333,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1459,2024,12,2024,6.6653905,826.0,7.0,7.0,8.002,8.297619,7.51,7.5,3.75,2.0,5.5,3.75,7.2733335,5.0,-1.0,,,2024-12-31,2,3,2,2,1,0
RA-1460,2024,12,2024,6.7848053,785.0,6.0,6.0,9.502,7.4605265,7.51,6.875,3.25,2.5,4.0,3.25,6.27,10.0,0.0,,,2024-12-31,2,2,2,2,1,0
RA-1017,2024,12,2023,7.3455215,608.0,3.0,3.0,9.502,7.8095236,6.26,7.1875,5.0,2.5,7.5,5.0,7.443333,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-499,2024,12,2021,7.579474,511.0,2.0,2.0,8.502,9.047619,7.51,7.1875,4.75,2.0,7.5,4.75,7.5,10.0,0.0,,0.0,2024-12-31,2,2,3,2,1,0
RA-514,2024,11,2022,6.219581,912.0,8.0,8.0,9.002,7.595238,4.385,5.625,3.0,3.0,3.0,3.0,5.9966664,10.0,0.0,,1.0,2024-12-31,2,2,2,2,0,0
RA-1461,2024,12,2024,6.871962,757.0,5.0,5.0,10.002,9.273809,7.51,7.5,2.75,0.5,5.0,2.75,7.33,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
RA-1462,2024,13,2024,7.6243668,488.0,11.0,11.0,8.502,10.0,7.51,8.125,6.5,6.0,7.0,6.5,7.0533333,5.0,-1.0,,,2024-12-31,2,3,3,2,0,0
RA-1463,2024,12,2024,9.074561,17.0,1.0,1.0,8.502,9.722222,7.51,9.0625,10.0,10.0,10.0,10.0,8.113334,10.0,0.0,,,2024-12-31,2,2,4,2,1,0
RA-1464,2024,13,2024,7.2884245,622.0,14.0,14.0,8.002,7.794872,7.51,9.0625,6.25,4.0,8.5,6.25,7.61,5.0,-1.0,,,2024-12-31,2,3,3,2,0,0
RA-687,2024,11,2022,8.273985,213.0,6.0,6.0,7.502,9.235589,7.51,8.75,7.25,6.5,8.0,7.25,8.003333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-1030,2024,12,2023,7.7401915,445.0,10.0,10.0,7.418,8.283208,4.385,7.8125,8.0,10.0,6.0,8.0,7.61,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-1465,2024,12,2024,7.3344665,613.0,13.0,13.0,7.418,8.75,7.51,8.75,5.75,5.0,6.5,5.75,7.8333335,5.0,-1.0,,,2024-12-31,2,3,3,2,1,0
RA-522,2024,11,2021,8.6777115,88.0,3.0,3.0,8.002,9.523809,7.51,8.4375,9.0,9.5,8.5,9.0,7.89,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-501,2024,11,2021,8.277947,209.0,5.0,5.0,7.002,7.9949875,7.51,8.4375,8.75,8.5,9.0,8.75,8.17,10.0,0.0,,1.0,2024-12-31,2,2,4,0,1,0
RA-1466,2024,12,2024,8.213724,238.0,7.0,7.0,10.002,7.3809524,7.51,8.75,7.5,7.0,8.0,7.5,8.056666,10.0,0.0,,,2024-12-31,2,2,4,2,1,0
RA-502,2024,10,2021,8.502331,128.0,4.0,4.0,9.002,9.761905,3.755,9.0625,8.0,6.0,10.0,8.0,8.84,10.0,0.0,,0.0,2024-12-31,2,2,4,0,0,1
RA-1467,2024,12,2024,8.836711,53.0,2.0,2.0,9.002,9.022556,7.51,8.75,9.25,9.0,9.5,9.25,8.28,10.0,0.0,,,2024-12-31,2,2,4,2,1,0
RA-1468,2024,12,2024,8.128103,270.0,9.0,9.0,8.502,8.972431,7.51,8.4375,7.0,4.5,9.5,7.0,7.443333,10.0,0.0,,,2024-12-31,2,2,4,2,0,0
RA-527,2024,11,2022,8.140367,264.0,8.0,8.0,9.002,10.0,7.51,8.125,6.0,6.5,5.5,6.0,7.383333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-1469,2024,13,2024,7.4597554,561.0,12.0,12.0,8.502,9.444445,7.51,8.75,4.75,6.0,3.5,4.75,8.223333,5.0,-1.0,,,2024-12-31,2,3,3,2,1,0
RA-1470,2024,12,2024,5.9674215,948.0,12.0,12.0,8.002,6.3561077,6.26,6.875,5.0,5.0,5.0,5.0,5.4125,5.0,-1.0,,,2024-12-31,2,3,1,2,0,0
RA-1471,2024,13,2024,7.4044557,581.0,5.0,5.0,10.002,7.195652,7.51,7.65625,7.5,8.0,7.0,7.5,7.2425,5.0,-1.0,,,2024-12-31,2,3,3,2,1,0
RA-710,2024,12,2021,7.036624,707.0,6.0,6.0,9.168,8.170996,5.625,7.65625,6.75,8.0,5.5,6.75,6.5375,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,1,0
RA-1472,2024,11,2022,8.773575,68.0,2.0,2.0,8.502,10.0,7.51,7.96875,8.75,9.0,8.5,8.75,8.1275,10.0,0.0,,,2024-12-31,2,2,4,2,1,0
RA-837,2024,10,2022,7.9648466,339.0,4.0,4.0,7.502,9.782609,6.885,7.03125,6.75,6.0,7.5,6.75,7.5825,10.0,0.0,,0.0,2024-12-31,2,2,3,2,1,0
RA-549,2024,12,2021,6.539819,868.0,9.0,9.0,10.002,7.204969,6.255,6.40625,5.75,5.0,6.5,5.75,5.9125,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,1,0
RA-571,2024,13,2021,6.2964554,901.0,11.0,11.0,7.002,8.695652,4.375,7.03125,5.25,5.0,5.5,5.25,5.8325,5.0,-1.0,,1.0,2024-12-31,2,3,2,2,0,0
RA-731,2024,12,2021,4.7704873,1042.0,14.0,14.0,9.502,4.1883116,4.375,5.78125,2.5,0.0,5.0,2.5,4.835,5.0,-1.0,,0.0,2024-12-31,2,3,1,2,0,0
RA-706,2024,11,2021,5.8701963,960.0,13.0,13.0,0.0,7.142857,6.26,7.65625,3.25,3.0,3.5,3.25,7.0,10.0,0.0,,2.0,2024-12-31,2,2,1,2,0,0
RA-707,2024,12,2021,6.497562,875.0,10.0,10.0,7.917,7.7236843,4.375,6.40625,6.5,7.0,6.0,6.5,6.415,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,0,0
RA-1044,2024,11,2023,7.966712,338.0,3.0,3.0,7.502,9.523809,7.51,7.1875,7.0,7.0,7.0,7.0,7.21,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1054,2024,13,2023,6.9857883,721.0,7.0,7.0,9.502,7.3291926,7.51,7.1875,6.25,6.0,6.5,6.25,6.75,5.0,-1.0,,1.0,2024-12-31,2,3,2,2,1,0
RA-721,2024,10,2021,8.8986025,43.0,1.0,1.0,9.002,9.544514,8.135,8.75,8.25,9.0,7.5,8.25,8.755,10.0,0.0,,0.0,2024-12-31,2,2,4,2,0,1
RA-1473,2024,13,2024,6.6893206,817.0,8.0,8.0,9.502,8.436853,5.625,6.5625,5.25,6.0,4.5,5.25,6.415,5.0,-1.0,,,2024-12-31,2,3,2,2,1,0
RA-735,2024,12,2021,7.788847,423.0,6.0,6.0,8.002,9.782609,6.255,7.65625,8.0,8.0,8.0,8.0,7.705,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,0,0
RA-712,2024,13,2021,6.2236376,910.0,12.0,12.0,7.502,5.983437,5.625,6.5625,6.75,7.0,6.5,6.75,6.04,5.0,-1.0,,1.0,2024-12-31,2,3,2,2,1,0
RA-1103,2024,11,2023,7.861995,386.0,5.0,5.0,8.502,7.763975,7.51,7.5,7.25,6.0,8.5,7.25,7.54,10.0,0.0,,0.0,2024-12-31,2,2,3,2,1,0
RA-570,2024,12,2021,6.813364,776.0,10.0,10.0,8.002,8.00207,5.625,7.1875,6.75,6.0,7.5,6.75,6.4075,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,0,0
RA-713,2024,11,2021,7.467501,556.0,7.0,7.0,8.002,7.52588,7.51,7.03125,6.75,6.0,7.5,6.75,6.79,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-714,2024,13,2021,5.4653664,1000.0,14.0,14.0,0.0,6.873706,6.255,7.65625,4.0,8.0,0.0,4.0,6.9975,5.0,-1.0,,1.0,2024-12-31,2,3,1,2,1,0
RA-737,2024,11,2022,8.469549,142.0,2.0,2.0,8.502,8.654244,6.885,7.5,9.25,9.0,9.5,9.25,8.0,10.0,0.0,,0.0,2024-12-31,2,2,4,2,0,0
RA-1474,2024,11,2024,7.3842077,589.0,8.0,8.0,8.002,7.9606624,5.625,6.71875,7.5,7.0,8.0,7.5,6.2875,10.0,0.0,,,2024-12-31,2,2,3,2,0,0
RA-1036,2024,12,2023,8.28413,206.0,3.0,3.0,10.002,9.089026,7.51,7.65625,7.0,7.0,7.0,7.0,7.7475,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-576,2024,12,2022,8.93195,35.0,1.0,1.0,8.502,10.0,7.51,7.8125,9.25,9.0,9.5,9.25,8.4975,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,1
RA-577,2024,12,2022,6.629159,843.0,11.0,11.0,8.502,5.7660456,5.625,6.5625,8.0,7.0,9.0,8.0,6.535,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,0,0
RA-580,2024,12,2021,7.928152,361.0,4.0,4.0,9.002,8.871635,7.51,7.03125,9.25,10.0,8.5,9.25,7.2475,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,0,0
RA-581,2024,12,2021,7.0833015,691.0,9.0,9.0,7.418,8.198758,5.625,6.5625,8.75,8.0,9.5,8.75,6.165,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,1,0
RA-841,2024,12,2022,6.0357714,936.0,13.0,13.0,10.002,6.327231,7.51,7.03125,3.25,4.0,2.5,3.25,5.83,5.0,-1.0,,1.0,2024-12-31,2,3,2,2,1,0
RA-730,2024,11,2021,8.469255,143.0,4.0,4.0,8.002,7.1527777,6.885,9.166667,9.5,10.0,9.0,9.5,8.666667,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,1
RA-855,2024,10,2022,8.578533,112.0,3.0,3.0,9.002,10.0,7.51,7.5,8.5,9.0,8.0,8.5,7.386667,10.0,0.0,,0.0,2024-12-31,2,2,4,2,0,0
RA-820,2024,11,2022,7.4265723,573.0,9.0,9.0,10.002,6.5735292,7.51,8.333333,6.25,6.0,6.5,6.25,6.386667,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-715,2024,11,2022,5.3098254,1012.0,11.0,11.0,9.002,5.2506266,3.755,5.0,2.75,2.0,3.5,2.75,4.67,10.0,0.0,,2.0,2024-12-31,2,2,1,2,0,0
RA-1038,2024,11,2023,7.9646387,340.0,5.0,5.0,8.002,7.5438595,7.51,7.5,8.5,10.0,7.0,8.5,7.2733335,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1475,2024,10,2024,7.413902,578.0,10.0,10.0,9.002,8.070175,7.51,7.5,5.0,7.0,3.0,5.0,6.9933333,10.0,0.0,,,2024-12-31,2,2,3,2,0,0
RA-1039,2024,13,2023,7.5496445,522.0,8.0,8.0,8.002,9.722222,7.51,7.5,7.25,8.0,6.5,7.25,6.77,5.0,-1.0,,1.0,2024-12-31,2,3,3,2,1,0
RA-745,2024,11,2021,8.6102,101.0,2.0,2.0,9.002,10.0,6.26,7.5,8.5,8.0,9.0,8.5,8.17,10.0,0.0,,1.0,2024-12-31,2,2,4,0,1,0
RA-718,2024,10,2022,8.7058115,79.0,1.0,1.0,10.002,9.513889,5.635,7.5,9.5,9.0,10.0,9.5,7.9466667,10.0,1.0,,1.0,2024-12-31,2,1,4,2,0,0
RA-1040,2024,12,2023,7.7642,432.0,7.0,7.0,9.502,8.541667,7.51,7.5,8.25,8.0,8.5,8.25,7.2733335,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,1,0
RA-746,2024,10,2022,7.9033113,371.0,6.0,6.0,8.502,7.4305553,7.51,7.5,8.0,8.0,8.0,8.0,7.33,10.0,0.0,,0.0,2024-12-31,2,2,3,2,1,0
RA-1069,2024,12,2023,7.6789174,471.0,6.0,6.0,9.002,7.076087,7.51,8.125,6.25,7.0,5.5,6.25,7.75,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-1476,2024,11,2024,8.80795,61.0,2.0,2.0,9.502,10.0,5.635,8.4375,8.5,8.0,9.0,8.5,8.7525,10.0,0.0,,,2024-12-31,2,2,4,2,0,1
RA-827,2024,12,2022,8.248346,222.0,3.0,3.0,10.002,9.782609,5.01,7.65625,7.25,6.0,8.5,7.25,7.875,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-1477,2024,11,2024,7.051499,700.0,10.0,10.0,8.002,8.01087,7.51,6.40625,5.0,5.0,5.0,5.0,6.2875,10.0,0.0,,,2024-12-31,2,2,3,2,1,0
RA-762,2024,14,2022,5.9677324,947.0,15.0,15.0,10.002,6.423913,6.26,6.5625,3.75,4.0,3.5,3.75,5.7525,5.0,-2.0,,0.0,2024-12-31,2,4,1,2,1,0
RA-778,2024,11,2021,8.075414,289.0,4.0,4.0,10.002,8.1235695,7.51,7.5,7.0,5.0,9.0,7.0,7.7475,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,0
RA-591,2024,13,2021,6.836034,769.0,12.0,12.0,7.418,7.9130435,6.255,5.78125,7.5,6.0,9.0,7.5,6.54,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,1,0
RA-1478,2024,11,2024,6.721033,805.0,13.0,13.0,8.002,6.6666665,6.255,6.875,4.25,4.0,4.5,4.25,7.1225,10.0,0.0,,,2024-12-31,2,2,2,2,1,0
RA-829,2024,10,2022,9.171825,10.0,1.0,1.0,9.502,9.75,9.38,8.90625,8.0,6.0,10.0,8.0,9.215,10.0,1.0,,1.0,2024-12-31,2,1,4,0,0,1
RA-1479,2024,12,2024,6.615766,848.0,14.0,14.0,8.502,6.1965814,7.51,7.1875,4.25,4.0,4.5,4.25,6.0325,10.0,0.0,,,2024-12-31,2,2,2,2,1,0
RA-1480,2024,12,2024,7.09445,685.0,9.0,9.0,8.502,8.875,7.51,7.1875,5.5,0.0,5.5,0.0,6.9975,5.0,-1.0,,,2024-12-31,2,3,3,2,1,0
RA-438,2024,12,2022,7.9302835,359.0,5.0,5.0,9.168,8.663043,7.51,7.96875,8.25,7.0,9.5,8.25,7.915,5.0,-1.0,,-1.0,2024-12-31,2,3,3,2,1,0
RA-607,2024,12,2022,7.648602,480.0,7.0,7.0,8.502,7.478261,7.51,7.1875,7.0,7.0,7.0,7.0,7.165,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-1481,2024,12,2024,6.8607216,761.0,11.0,11.0,8.502,8.782609,7.51,6.875,4.75,4.0,5.5,4.75,6.8275,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
RA-1482,2024,14,2024,5.2257,1020.0,16.0,16.0,8.502,5.0,7.51,7.5,0.0,0.0,0.0,0.0,6.8725,5.0,-1.0,,,2024-12-31,2,3,1,2,1,0
RA-1483,2024,11,2024,7.311434,617.0,8.0,8.0,9.502,7.9130435,7.51,5.78125,6.5,6.0,7.0,6.5,5.7475,10.0,0.0,,,2024-12-31,2,2,3,2,1,0
RA-1484,2024,14,2024,7.7542,437.0,7.0,7.0,9.002,10.0,6.26,7.5,7.0,5.0,9.0,7.0,7.89,5.0,-1.0,,,2024-12-31,2,3,3,2,0,0
RA-1485,2024,13,2024,6.7386875,800.0,14.0,14.0,9.002,7.7432714,5.625,7.5,5.0,5.0,5.0,5.0,7.386667,5.0,-1.0,,,2024-12-31,2,3,2,2,1,0
RA-1486,2024,11,2024,6.8654747,759.0,12.0,12.0,8.002,5.4313726,6.26,7.9166665,5.75,6.0,5.5,5.75,7.056667,10.0,0.0,,,2024-12-31,2,2,2,2,1,0
RA-597,2024,11,2022,7.8432913,391.0,6.0,6.0,9.002,9.327122,7.51,7.5,6.0,5.0,7.0,6.0,6.883333,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-624,2024,12,2022,7.229426,641.0,10.0,10.0,8.002,8.219461,7.51,7.9166665,4.0,8.0,0.0,4.0,7.213333,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-1487,2024,13,2024,8.026744,315.0,3.0,3.0,10.002,9.565217,6.26,7.7083335,8.25,7.0,9.5,8.25,7.8333335,5.0,-1.0,,,2024-12-31,2,3,4,2,0,0
RA-1488,2024,11,2024,6.7668934,791.0,13.0,13.0,8.002,7.111801,7.51,7.5,3.5,7.0,0.0,3.5,6.7166667,10.0,0.0,,,2024-12-31,2,2,2,2,0,0
RA-1489,2024,12,2024,5.984229,943.0,16.0,16.0,9.002,5.7934785,6.26,6.6666665,5.0,5.0,5.0,5.0,5.6633334,5.0,-1.0,,,2024-12-31,2,3,1,2,1,0
RA-600,2024,11,2021,7.847374,390.0,5.0,5.0,8.002,8.01087,7.51,7.5,7.5,8.0,7.0,7.5,7.22,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-663,2024,12,2022,6.6964192,815.0,15.0,15.0,8.502,7.0910974,5.625,6.875,6.5,6.0,7.0,6.5,6.89,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,1,0
RA-1490,2024,12,2024,7.3725767,593.0,9.0,9.0,8.502,9.565217,6.26,6.6666665,7.75,8.0,7.5,7.75,6.3333335,5.0,-1.0,,,2024-12-31,2,3,3,0,0,0
RA-1491,2024,12,2024,7.5072,538.0,8.0,8.0,9.002,6.25,7.51,7.5,6.5,6.0,7.0,6.5,7.78,10.0,0.0,,,2024-12-31,2,2,3,2,1,0
RA-1066,2024,11,2023,7.9326224,356.0,4.0,4.0,9.502,8.395445,6.26,7.5,7.25,7.0,7.5,7.25,7.386667,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-630,2024,11,2022,6.8799853,753.0,11.0,11.0,0.0,8.478261,7.51,7.5,5.75,6.0,5.5,5.75,7.6666665,10.0,0.0,,1.0,2024-12-31,2,2,2,2,1,0
RA-1492,2024,9,2024,8.47902,134.0,2.0,2.0,8.002,8.814102,7.51,8.75,8.0,6.0,10.0,8.0,8.45,10.0,1.0,,,2024-12-31,2,1,4,2,1,1
RA-834,2024,11,2022,8.513646,123.0,1.0,1.0,8.002,9.109731,6.26,7.7083335,8.75,9.0,8.5,8.75,8.723333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,1
RA-784,2024,11,2022,8.885745,45.0,2.0,2.0,8.002,9.772727,5.635,9.375,8.75,8.0,9.5,8.75,9.4,10.0,0.0,,1.0,2024-12-31,2,2,4,0,0,1
RA-1059,2024,11,2023,8.67845,87.0,4.0,4.0,8.002,10.0,6.26,9.0625,7.5,7.5,7.5,7.5,9.23,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,1
RA-612,2024,12,2021,9.134041,12.0,1.0,1.0,8.002,9.545455,6.26,9.6875,9.75,9.5,10.0,9.75,9.4,10.0,0.0,,1.0,2024-12-31,2,2,4,0,0,1
RA-1060,2024,12,2023,6.4484167,882.0,12.0,12.0,9.585,6.0,6.26,7.8125,3.25,3.5,3.0,3.25,6.1633334,10.0,0.0,,1.0,2024-12-31,2,2,2,2,1,0
RA-761,2024,11,2022,8.174594,258.0,6.0,6.0,8.502,8.863636,6.26,8.75,7.25,8.0,6.5,7.25,8.003333,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,0
RA-1493,2024,12,2024,6.378661,894.0,13.0,13.0,8.502,7.84689,7.51,7.1875,4.0,3.5,4.5,4.0,5.9466667,5.0,-1.0,,,2024-12-31,2,3,2,2,1,0
RA-665,2024,12,2022,5.698703,983.0,15.0,15.0,8.334,5.068182,5.63,7.5,4.75,3.0,6.5,4.75,5.443333,5.0,-1.0,,0.0,2024-12-31,2,3,1,2,0,0
RA-1115,2024,12,2023,6.570069,861.0,11.0,11.0,8.002,4.267677,7.51,7.5,6.25,6.5,6.0,6.25,5.826667,10.0,0.0,,0.0,2024-12-31,2,2,2,2,0,0
RA-1061,2024,11,2023,8.76595,70.0,3.0,3.0,8.502,10.0,6.26,8.4375,8.5,7.0,10.0,8.5,8.73,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,1
RA-1494,2024,11,2024,5.874882,959.0,14.0,14.0,0.0,6.779412,7.51,7.5,4.25,8.5,0.0,4.25,5.84,10.0,0.0,,,2024-12-31,2,2,1,2,0,0
RA-1495,2024,11,2021,8.484503,133.0,5.0,5.0,9.002,8.318182,7.51,8.75,8.25,8.5,8.0,8.25,8.223333,10.0,0.0,,,2024-12-31,2,2,4,2,0,0
RA-606,2024,11,2022,6.645261,832.0,10.0,10.0,8.502,7.6136365,6.885,8.125,3.25,3.5,3.0,3.25,5.6066666,10.0,0.0,,1.0,2024-12-31,2,2,2,2,1,0
RA-594,2024,12,2022,6.890967,746.0,8.0,8.0,6.918,5.75,6.26,8.125,7.0,6.5,7.5,7.0,6.0533333,10.0,0.0,,1.0,2024-12-31,2,2,2,2,1,0
RA-1496,2024,12,2024,6.779974,788.0,9.0,9.0,9.002,5.714286,7.51,7.8125,4.25,2.5,6.0,4.25,6.7733335,10.0,0.0,,,2024-12-31,2,2,2,2,0,0
RA-1497,2024,12,2024,5.2423787,1018.0,16.0,16.0,0.0,5.0227275,7.51,6.875,2.0,4.0,0.0,2.0,6.9966664,10.0,0.0,,,2024-12-31,2,2,1,2,0,0
RA-1498,2024,13,2024,7.147882,664.0,7.0,7.0,8.502,7.840909,7.51,8.125,7.0,5.0,9.0,7.0,6.33,5.0,-1.0,,,2024-12-31,2,3,3,2,0,0
RA-1499,2024,12,2024,7.9148,366.0,6.0,6.0,8.418,9.25,6.885,8.125,6.5,6.0,7.0,6.5,7.11,10.0,0.0,,,2024-12-31,2,2,3,2,0,0
RA-788,2024,10,2021,7.9221067,363.0,5.0,5.0,8.418,9.519451,6.26,8.4375,5.75,4.0,7.5,5.75,7.7833333,10.0,0.0,,0.0,2024-12-31,2,2,3,0,1,0
RA-1500,2024,11,2024,7.36045,601.0,10.0,10.0,9.502,8.333333,6.885,8.4375,3.5,2.0,5.0,3.5,7.556667,10.0,0.0,,,2024-12-31,2,2,3,2,1,0
RA-777,2024,10,2022,7.563515,517.0,8.0,8.0,8.002,8.7757435,7.51,8.125,4.5,3.5,5.5,4.5,7.7233334,10.0,0.0,,0.0,2024-12-31,2,2,3,2,0,0
RA-1063,2024,12,2023,7.27925,625.0,11.0,11.0,5.25,9.75,7.51,7.8125,7.75,9.0,6.5,7.75,6.11,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,1,0
RA-664,2024,12,2022,7.5017242,542.0,9.0,9.0,9.002,6.773455,7.51,8.125,5.75,3.0,8.5,5.75,7.6666665,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-1501,2024,11,2024,8.04495,303.0,4.0,4.0,9.502,10.0,7.51,8.4375,5.0,4.5,5.5,5.0,7.5,10.0,0.0,,,2024-12-31,2,2,4,2,0,0
RA-764,2024,10,2022,7.8383703,397.0,7.0,7.0,8.002,7.880435,7.51,8.4375,6.0,3.0,9.0,6.0,8.336667,10.0,0.0,,0.0,2024-12-31,2,2,3,0,1,0
RA-1064,2024,11,2023,8.980235,26.0,1.0,1.0,9.502,9.736842,7.51,8.75,8.5,8.0,9.0,8.5,8.783334,10.0,0.0,,1.0,2024-12-31,2,2,4,2,1,1
RA-1065,2024,11,2023,8.863494,47.0,2.0,2.0,9.502,8.815217,6.26,9.0625,9.25,9.0,9.5,9.25,8.84,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,1
RA-1502,2024,12,2024,6.886091,750.0,12.0,12.0,8.002,7.6282053,7.51,7.8125,5.25,3.5,7.0,5.25,7.39,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
RA-781,2024,11,2021,8.496284,129.0,3.0,3.0,8.002,9.75,7.51,8.4375,7.25,5.0,9.5,7.25,8.506667,10.0,0.0,,1.0,2024-12-31,2,2,4,2,0,1
RA-608,2024,11,2022,5.7789865,973.0,13.0,13.0,9.002,3.0543478,6.885,7.1875,4.25,5.0,3.5,4.25,5.0533333,10.0,0.0,,1.0,2024-12-31,2,2,1,2,1,0
RA-796,2024,12,2022,7.052458,699.0,7.0,7.0,8.502,8.221289,7.51,7.9166665,5.25,3.0,7.5,5.25,7.326667,5.0,-1.0,,0.0,2024-12-31,2,3,3,2,0,0
RA-797,2024,12,2021,6.5973153,853.0,11.0,11.0,9.168,4.840909,7.51,6.6666665,7.25,8.0,6.5,7.25,6.7233334,5.0,-1.0,,0.0,2024-12-31,2,3,2,2,1,0
RA-636,2024,12,2022,6.380228,893.0,13.0,13.0,8.002,4.9043064,7.51,6.875,5.25,4.0,6.5,5.25,5.5533333,10.0,0.0,,1.0,2024-12-31,2,2,2,2,1,0
RA-1140,2024,12,2023,7.3473883,606.0,6.0,6.0,6.834,6.11244,7.51,8.125,7.0,4.5,9.5,7.0,7.39,10.0,0.0,,0.0,2024-12-31,2,2,3,2,0,0
RA-1503,2024,13,2024,6.9917,720.0,8.0,8.0,7.502,10.0,7.51,8.958333,2.75,3.0,2.5,2.75,7.7233334,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
RA-814,2024,11,2022,7.9716487,335.0,2.0,2.0,7.418,9.090909,7.51,7.5,7.5,8.0,7.0,7.5,7.0533333,10.0,0.0,,1.0,2024-12-31,2,2,3,2,1,0
RA-637,2024,12,2021,7.6853213,469.0,3.0,3.0,7.502,6.2272725,7.51,8.333333,7.75,6.5,9.0,7.75,7.7766666,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-652,2024,11,2022,7.361897,599.0,5.0,5.0,8.002,6.931818,7.51,7.9166665,5.5,4.5,6.5,5.5,7.6633334,10.0,0.0,,1.0,2024-12-31,2,2,3,2,0,0
RA-816,2024,11,2022,8.929746,36.0,1.0,1.0,7.002,9.772727,7.51,9.166667,9.25,8.5,10.0,9.25,8.786667,10.0,0.0,,1.0,2024-12-31,2,2,4,0,0,1
RA-1504,2024,12,2024,6.0570607,932.0,14.0,14.0,7.5,4.6136365,5.63,5.8333335,6.75,5.0,8.5,6.75,6.94,5.0,-1.0,,,2024-12-31,2,3,2,2,0,0
